chip_path,score,pbr,bright_frac,tail_snr
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05362_c07982.png,2250,86.0,0.000198,1.0179
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05106_c06190.png,3189,85.0,0.015949,1.0179
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r08178_c05422.png,2414,85.0,0.0,1.0179
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04082_c04398.png,4706,84.0,0.027939,1.0179
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05362_c05678.png,4080,84.0,0.025043,1.0179
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04338_c05166.png,3650,84.0,0.020714,1.0179
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04082_c04910.png,2958,83.0,0.013786,1.0179
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04594_c07470.png,2265,87.0,8.8e-05,1.0175
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05618_c05934.png,3875,86.0,0.022358,1.0175
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05106_c04654.png,3561,86.0,0.019711,1.0175
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06898_c06446.png,2958,86.0,0.012207,1.0175
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03314_c04910.png,2902,86.0,0.012455,1.0175
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03058_c04910.png,2892,86.0,0.012432,1.0175
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03570_c04910.png,2811,86.0,0.011799,1.0175
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03570_c05166.png,2703,86.0,0.010323,1.0175
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r08178_c07470.png,2322,86.0,0.002934,1.0175
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06130_c07470.png,2278,86.0,0.00103,1.0175
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05618_c07982.png,2268,86.0,0.000259,1.0175
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05874_c07982.png,2265,86.0,0.000362,1.0175
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05874_c07470.png,2250,86.0,0.00071,1.0175
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04594_c04654.png,4121,85.0,0.024071,1.0175
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04338_c04654.png,4013,85.0,0.022766,1.0175
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04850_c06190.png,3971,85.0,0.022789,1.0175
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05874_c06190.png,3825,85.0,0.022591,1.0175
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06130_c06446.png,3791,85.0,0.021889,1.0175
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04850_c04910.png,3575,85.0,0.019558,1.0175
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04594_c04910.png,3566,85.0,0.019035,1.0175
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05106_c06446.png,2946,84.0,0.01252,1.0175
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03570_c04654.png,2881,84.0,0.012375,1.0175
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06386_c07214.png,2336,84.0,0.003342,1.0175
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04082_c06702.png,2364,88.0,0.003143,1.0172
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04338_c07470.png,2258,88.0,3.8e-05,1.0172
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07410_c05422.png,3600,87.0,0.020229,1.0172
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07410_c04142.png,3327,87.0,0.015923,1.0172
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03570_c05678.png,3255,87.0,0.016518,1.0172
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07154_c03374.png,3131,87.0,0.015091,1.0172
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07410_c03886.png,3091,87.0,0.013191,1.0172
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r08434_c07726.png,2554,87.0,0.002914,1.0172
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06130_c06958.png,2464,87.0,0.005882,1.0172
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03570_c06190.png,2302,87.0,0.002766,1.0172
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07666_c03118.png,4065,86.0,0.022461,1.0172
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05874_c06958.png,2329,86.0,0.003422,1.0172
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03826_c07726.png,2305,86.0,4e-06,1.0172
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03826_c06958.png,2261,86.0,0.000637,1.0172
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07410_c04654.png,3427,85.0,0.017887,1.0172
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04850_c07214.png,2234,89.0,0.000343,1.0169
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07666_c03886.png,2995,88.0,0.01228,1.0169
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04338_c06702.png,2521,88.0,0.006104,1.0169
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03570_c06958.png,2266,88.0,0.000214,1.0169
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r08434_c06446.png,2268,87.0,0.002872,1.0169
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07922_c07470.png,2248,91.0,0.001415,1.0164
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r08178_c06702.png,2262,90.0,0.00259,1.0164
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07922_c07726.png,2228,93.0,0.00135,1.0161
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07922_c04910.png,1979,101.0,0.000137,1.0149
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07666_c06190.png,1999,112.0,0.001289,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07666_c04654.png,2452,99.0,0.006783,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06642_c07470.png,2113,98.0,0.001015,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07154_c06958.png,2149,97.0,0.001144,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r08178_c06446.png,2166,96.0,0.001442,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r08178_c04910.png,2128,94.0,4.2e-05,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07154_c06446.png,2745,93.0,0.007969,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07922_c07982.png,2221,93.0,0.000546,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06642_c07982.png,2201,93.0,4e-06,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r08434_c06190.png,2143,93.0,0.000717,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07410_c07470.png,2296,90.0,1.1e-05,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03314_c07982.png,2270,89.0,8.4e-05,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04082_c07982.png,2248,89.0,1.9e-05,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06386_c07982.png,2227,89.0,0.000153,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r08690_c07214.png,2153,89.0,0.001118,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06898_c07982.png,2352,88.0,0.0,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r08434_c04910.png,2307,88.0,1.1e-05,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03570_c07214.png,2237,88.0,5e-05,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04338_c07982.png,2231,88.0,2.7e-05,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r08178_c03374.png,3841,87.0,0.020813,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r08178_c07214.png,2284,87.0,0.002918,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r08690_c06958.png,2242,87.0,0.002235,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03314_c04142.png,4065,86.0,0.022186,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06898_c06190.png,3568,86.0,0.019318,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06642_c06446.png,3490,86.0,0.018883,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03826_c05678.png,3467,86.0,0.018425,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04594_c06446.png,3319,86.0,0.016876,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06898_c06702.png,2590,86.0,0.006832,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05106_c06702.png,2563,86.0,0.006714,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04082_c06446.png,2467,86.0,0.006294,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r08690_c04398.png,2296,86.0,0.0,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03826_c06702.png,2268,86.0,0.001259,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04082_c07214.png,2250,86.0,0.000175,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05106_c05934.png,3792,85.0,0.021873,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04082_c05422.png,3617,85.0,0.020348,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03058_c05166.png,2597,85.0,0.008701,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03314_c05166.png,2580,85.0,0.008888,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06130_c07726.png,2257,85.0,0.000587,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04594_c05166.png,3910,84.0,0.023029,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04338_c04910.png,3428,84.0,0.018005,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04082_c05166.png,3097,84.0,0.015419,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05874_c07726.png,2281,84.0,0.000618,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05362_c04654.png,4414,83.0,0.026768,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05362_c05166.png,4254,83.0,0.025661,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07154_c04654.png,4141,83.0,0.02552,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07666_c05934.png,2258,105.0,0.004307,0.9861
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07154_c06702.png,2209,93.0,0.002953,0.9844
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r08690_c04654.png,2267,87.0,0.0,0.9831
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r08434_c07982.png,2327,86.0,0.001282,0.9831
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05874_c07214.png,2263,86.0,0.00124,0.9831
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06130_c07214.png,2295,85.0,0.002377,0.9831
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03570_c06702.png,2232,85.0,0.000332,0.9831
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06130_c07982.png,2228,85.0,0.000389,0.9831
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05362_c05934.png,3387,85.0,0.018097,0.9828
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06898_c04142.png,4223,84.0,0.025768,0.9825
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04594_c06190.png,4482,83.0,0.026733,0.9825
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06642_c06190.png,4052,83.0,0.024399,0.9825
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06386_c06446.png,4043,83.0,0.024551,0.9825
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06898_c03886.png,4597,82.0,0.028225,0.9825
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04338_c05422.png,4326,82.0,0.026653,0.9825
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04594_c05678.png,4717,82.0,0.029743,0.9821
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05106_c05422.png,4535,82.0,0.029083,0.9821
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05106_c05678.png,4489,82.0,0.028404,0.9821
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04594_c05422.png,4458,82.0,0.027706,0.9821
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04850_c05678.png,4430,82.0,0.028061,0.9821
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04850_c05422.png,4388,82.0,0.027523,0.9821
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05618_c05678.png,4371,82.0,0.02747,0.9821
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05106_c05166.png,4367,82.0,0.027138,0.9821
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05362_c05422.png,4357,82.0,0.027561,0.9821
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07154_c05166.png,4853,80.0,0.030579,0.9818
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r08434_c03118.png,4497,88.0,0.024261,0.9672
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r08434_c05422.png,2352,87.0,0.0,0.9667
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04082_c07726.png,2259,87.0,4e-06,0.9667
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04850_c05166.png,4064,83.0,0.024334,0.9655
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06898_c03118.png,4754,83.0,0.028915,0.9649
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04850_c04398.png,4839,82.0,0.029514,0.9649
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05106_c04398.png,4710,82.0,0.029057,0.9649
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07922_c03118.png,5613,81.0,0.032463,0.9649
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04594_c05934.png,5032,81.0,0.031166,0.9643
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06386_c06190.png,4581,81.0,0.028988,0.9643
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06130_c06190.png,4424,81.0,0.027939,0.9643
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06642_c07214.png,2120,94.0,0.002087,0.9545
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04082_c05678.png,5235,84.0,0.029858,0.9483
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03570_c04142.png,4958,84.0,0.029541,0.9483
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04338_c05934.png,5598,82.0,0.032036,0.9483
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04850_c05934.png,4493,82.0,0.027809,0.9483
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06898_c05934.png,4268,82.0,0.026718,0.9483
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05618_c05422.png,4572,82.0,0.029205,0.9474
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05874_c05166.png,4555,82.0,0.028111,0.9474
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06898_c03630.png,5241,81.0,0.033211,0.9474
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03058_c03886.png,5629,80.0,0.034264,0.9474
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07666_c04910.png,2371,105.0,0.006985,0.9333
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06898_c03374.png,4852,83.0,0.029686,0.9322
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07154_c04910.png,4554,83.0,0.027744,0.931
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05618_c04654.png,5200,81.0,0.033066,0.9298
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05874_c04910.png,5187,81.0,0.032757,0.9298
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07154_c05678.png,4820,81.0,0.031357,0.9298
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05874_c05934.png,4728,81.0,0.029823,0.9298
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06898_c04398.png,4941,80.0,0.032238,0.9298
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06642_c05934.png,4629,79.0,0.029804,0.9298
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05874_c05422.png,5236,78.0,0.034508,0.9286
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04338_c05678.png,5881,81.0,0.035244,0.9138
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07154_c05422.png,4927,80.0,0.032623,0.9123
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r08178_c03118.png,6324,79.0,0.037384,0.8966
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06130_c05934.png,5266,79.0,0.034962,0.8947
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05874_c05678.png,5440,78.0,0.035763,0.8947
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06898_c05678.png,5381,78.0,0.03616,0.8947
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06386_c05934.png,5252,77.0,0.035034,0.8947
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06642_c04142.png,6350,77.0,0.040993,0.8929
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06642_c05678.png,5677,77.0,0.037849,0.8929
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06898_c05422.png,5829,76.0,0.039013,0.8929
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03058_c03374.png,5537,79.0,0.036865,0.8793
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06898_c04654.png,5275,79.0,0.03492,0.8793
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06898_c04910.png,5825,78.0,0.037094,0.8793
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03058_c03630.png,5538,78.0,0.036762,0.8793
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06898_c05166.png,5965,78.0,0.03791,0.8772
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04594_c04398.png,6260,77.0,0.040676,0.8772
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05362_c04398.png,6030,77.0,0.040005,0.8772
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07666_c05678.png,2257,106.0,0.00679,0.875
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06642_c04654.png,6137,75.0,0.041786,0.875
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06130_c05678.png,6062,75.0,0.041145,0.875
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06386_c05678.png,6036,75.0,0.040981,0.875
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06386_c05422.png,6448,74.0,0.044212,0.8727
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04338_c04398.png,5776,79.0,0.037434,0.8644
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03314_c03886.png,6441,78.0,0.040833,0.8621
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03826_c04142.png,6515,77.0,0.041489,0.8621
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03314_c03630.png,6926,76.0,0.045643,0.8596
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07666_c05422.png,2065,112.0,0.006458,0.8588
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06130_c05166.png,6256,76.0,0.042171,0.8571
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06386_c04654.png,6380,75.0,0.043816,0.8571
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06642_c05166.png,6894,74.0,0.044994,0.8571
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r07666_c05166.png,2189,111.0,0.006454,0.8471
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03314_c03374.png,6511,77.0,0.042377,0.8448
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05874_c04654.png,6169,77.0,0.041214,0.8448
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06386_c04398.png,7189,75.0,0.04731,0.8421
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06130_c04398.png,6864,75.0,0.045982,0.8421
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04082_c04142.png,6845,75.0,0.044674,0.8421
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05874_c04398.png,6742,75.0,0.045181,0.8421
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05618_c04398.png,6703,75.0,0.045109,0.8421
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06642_c04398.png,6597,75.0,0.043873,0.8421
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06386_c05166.png,7114,72.0,0.048573,0.8364
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06642_c03886.png,6564,76.0,0.04319,0.8276
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06642_c05422.png,6295,75.0,0.042542,0.8276
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06130_c05422.png,6038,75.0,0.040985,0.8276
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06130_c04654.png,6723,75.0,0.046246,0.8246
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06130_c04910.png,7061,74.0,0.048256,0.8246
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06642_c04910.png,6932,74.0,0.045769,0.8246
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03314_c03118.png,8153,73.0,0.053421,0.8214
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03570_c03886.png,7723,74.0,0.050304,0.807
