chip_path,score,pbr,bright_frac,tail_snr
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05470_c14193.png,2617,108.0,0.003159,1.0429
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08030_c14193.png,2963,92.0,0.009449,1.0333
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09566_c14705.png,2906,92.0,0.008106,1.0333
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09054_c12913.png,2805,92.0,0.007965,1.0333
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07262_c12913.png,2652,94.0,0.000305,1.0328
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r06750_c14705.png,2569,94.0,0.000271,1.0328
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07262_c14705.png,2555,94.0,0.000134,1.0328
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04958_c14705.png,2519,94.0,0.000351,1.0328
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05214_c11889.png,4974,92.0,0.025032,1.0328
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05470_c12401.png,4670,91.0,0.023968,1.0328
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05470_c12145.png,4474,91.0,0.022682,1.0328
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07006_c14705.png,2563,88.0,0.000179,1.0328
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08542_c15729.png,2926,90.0,0.009495,1.0323
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08542_c13937.png,2826,90.0,0.007576,1.0323
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04958_c14961.png,3014,97.0,0.001995,1.0317
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07262_c13425.png,2725,97.0,0.005554,1.0317
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07518_c12913.png,2619,97.0,0.000233,1.0317
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05982_c11889.png,2607,96.0,0.003807,1.0317
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09566_c13937.png,2777,94.0,0.002232,1.0317
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r03934_c15729.png,2619,91.0,0.000202,1.0317
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r06494_c15473.png,2601,91.0,0.000305,1.0317
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07774_c14705.png,2601,91.0,0.000107,1.0317
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04702_c14705.png,2575,91.0,8.4e-05,1.0317
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07518_c15217.png,2805,99.0,0.004513,1.0308
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09054_c14449.png,2776,99.0,0.0047,1.0308
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07774_c15217.png,2762,99.0,0.004669,1.0308
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r06750_c15217.png,2659,97.0,0.001564,1.0308
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07262_c14449.png,2606,97.0,0.001484,1.0308
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09310_c13425.png,2674,94.0,0.003559,1.0308
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07262_c14193.png,2609,94.0,0.003681,1.0308
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r06238_c13425.png,3393,98.0,0.013844,1.0303
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05982_c14449.png,2606,102.0,0.003387,1.0299
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05726_c14449.png,2580,102.0,0.003536,1.0299
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05726_c14705.png,2517,102.0,0.00301,1.0299
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07774_c11633.png,3615,100.0,0.004799,1.0299
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r06750_c12401.png,2580,100.0,0.000874,1.0299
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05214_c14705.png,2551,100.0,0.000862,1.0299
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04190_c13937.png,3184,107.0,0.008205,1.0278
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07518_c12401.png,2663,84.0,0.0,1.0175
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07774_c12657.png,2594,84.0,4e-06,1.0175
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04190_c15217.png,2734,87.0,0.000351,1.0169
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r06750_c14193.png,2510,94.0,0.001392,1.0167
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09822_c14193.png,2511,89.0,0.001492,1.0167
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09822_c11633.png,3946,95.0,0.01894,1.0164
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05470_c11633.png,3366,96.0,0.013283,1.0161
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09310_c13169.png,2791,94.0,0.00639,1.0161
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08030_c13937.png,2773,94.0,0.006371,1.0161
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07262_c13937.png,2666,94.0,0.005825,1.0161
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09054_c15473.png,3594,92.0,0.018108,1.0161
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09822_c11889.png,3484,92.0,0.015282,1.0161
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08030_c13425.png,2584,92.0,0.001446,1.0161
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09310_c13937.png,2463,91.0,0.000851,1.0161
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09566_c15217.png,4562,98.0,0.019955,1.0159
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09822_c13425.png,3290,93.0,0.013863,1.0159
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r06238_c12913.png,2678,97.0,0.004665,1.0156
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08286_c14705.png,2662,99.0,0.004242,1.0154
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08030_c15729.png,3373,96.0,0.014526,1.0154
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r06494_c12401.png,2591,102.0,0.002415,1.0149
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08798_c12145.png,2946,99.0,0.007828,1.0149
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05982_c12145.png,2901,98.0,0.007076,1.0149
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08286_c11377.png,4131,102.0,0.019859,1.0147
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r06238_c14449.png,2580,104.0,0.002449,1.0145
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05470_c13937.png,2542,104.0,0.002495,1.0145
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04958_c13937.png,8006,110.0,0.037571,1.0137
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05982_c12401.png,3150,101.0,0.009708,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05726_c15217.png,2782,97.0,0.001076,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07774_c13425.png,2555,97.0,0.001263,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08798_c14449.png,3294,96.0,0.01252,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05982_c13425.png,3237,96.0,0.012268,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08286_c15473.png,3223,96.0,0.01165,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05726_c11889.png,2973,96.0,0.008919,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r06494_c11377.png,2577,96.0,0.000786,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08542_c14449.png,3505,94.0,0.015087,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r06750_c14449.png,2537,94.0,0.000805,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05726_c11633.png,3280,93.0,0.01178,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08030_c14961.png,2570,93.0,0.000957,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05982_c13937.png,2494,93.0,0.001263,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08542_c13425.png,2755,91.0,0.00169,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07006_c13937.png,2649,91.0,0.005386,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09566_c14193.png,2519,91.0,0.000843,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09310_c14193.png,2490,91.0,0.001015,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09310_c13681.png,2487,90.0,0.000732,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04190_c14961.png,2696,87.0,0.000359,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09822_c12401.png,5363,86.0,0.02953,1.0
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r06238_c11889.png,2545,99.7,0.002106,0.9957
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04446_c13937.png,8203,105.0,0.039677,0.9859
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05982_c14961.png,2641,104.0,0.002838,0.9857
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r06238_c11633.png,2802,101.0,0.005863,0.9857
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08030_c14449.png,2747,101.0,0.006397,0.9857
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08798_c11889.png,4457,102.0,0.020832,0.9855
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04958_c12913.png,4479,100.0,0.023235,0.9853
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r06494_c13425.png,2976,98.0,0.008492,0.9853
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07774_c14961.png,2643,97.0,0.000973,0.9851
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07518_c14961.png,2628,97.0,0.000633,0.9851
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r06750_c14961.png,2524,97.0,0.000694,0.9851
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07774_c14193.png,3024,95.0,0.01017,0.9848
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08542_c13681.png,2790,96.0,0.003731,0.9846
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09310_c14449.png,2655,96.0,0.003109,0.9846
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09566_c14449.png,2602,96.0,0.002853,0.9846
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05214_c14449.png,2522,94.0,0.001057,0.9846
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07006_c14449.png,2586,93.0,0.00061,0.9844
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r06494_c14193.png,2468,97.0,0.000954,0.9841
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08542_c15217.png,2622,94.0,0.004112,0.9841
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08798_c12657.png,2620,94.0,0.003693,0.9841
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08798_c12913.png,2597,93.0,0.004097,0.9841
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09822_c13169.png,3457,91.0,0.017429,0.9841
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08798_c15473.png,2942,91.0,0.01107,0.9841
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09054_c13169.png,2638,88.0,0.004192,0.9841
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08798_c13937.png,2587,88.0,0.004322,0.9841
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09822_c15217.png,5406,92.0,0.027168,0.9836
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09310_c14961.png,2712,91.0,0.005692,0.9836
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08286_c12145.png,2538,88.0,0.000126,0.9831
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09566_c12913.png,5757,86.0,0.035938,0.9831
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07518_c12657.png,2668,84.0,4e-06,0.9828
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05726_c12401.png,4403,101.0,0.021023,0.971
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05726_c12913.png,3891,99.0,0.020218,0.9706
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09822_c13937.png,2779,96.0,0.003326,0.9692
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r06750_c13681.png,2521,91.0,0.003166,0.9692
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09054_c13937.png,2492,90.0,0.002659,0.9692
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04958_c15217.png,3034,93.0,0.001953,0.9683
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05726_c15729.png,2730,93.0,0.00037,0.9683
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04446_c15729.png,2597,93.0,0.000259,0.9683
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07518_c14705.png,2581,93.0,4.6e-05,0.9683
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08030_c12401.png,2580,93.0,8e-06,0.9683
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04446_c14705.png,2539,93.0,8.4e-05,0.9683
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r06750_c15729.png,2537,93.0,3.8e-05,0.9683
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04958_c15729.png,2578,87.0,3.8e-05,0.9683
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09566_c13169.png,3388,88.0,0.016006,0.9677
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08286_c12913.png,2614,91.0,0.000252,0.9672
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08286_c12401.png,2587,90.0,6.1e-05,0.9672
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07006_c11377.png,2577,90.0,2.3e-05,0.9672
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07518_c11633.png,2568,90.0,0.000145,0.9672
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09054_c15729.png,5328,87.0,0.034195,0.9672
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09310_c15473.png,4629,87.0,0.02824,0.9672
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07262_c11377.png,2579,84.0,4.2e-05,0.9672
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08542_c11633.png,3510,101.0,0.014172,0.9571
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04190_c13425.png,4570,100.0,0.022903,0.9565
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r03934_c12657.png,4645,96.0,0.02356,0.9545
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05214_c12401.png,4480,96.0,0.022839,0.9545
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08542_c14193.png,3113,90.0,0.011726,0.9531
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08286_c14193.png,3093,90.0,0.011093,0.9531
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08542_c12401.png,2508,90.0,0.000305,0.9531
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r06238_c14193.png,2415,90.0,0.000523,0.9531
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07774_c12145.png,2641,86.0,0.0,0.9524
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r06750_c11889.png,2597,86.0,0.000134,0.9524
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07518_c14193.png,2774,95.0,0.007042,0.9412
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04190_c14705.png,2519,95.0,7.6e-05,0.9394
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05470_c11889.png,3944,94.0,0.018982,0.9394
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09566_c13425.png,2998,93.0,0.009537,0.9394
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09054_c15217.png,2943,92.0,0.008785,0.9394
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r06238_c13937.png,2511,92.0,0.000477,0.9394
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08542_c12913.png,2551,89.0,0.000576,0.9375
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07006_c11889.png,2608,86.0,0.000107,0.9375
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08798_c14193.png,2649,94.0,0.005901,0.9265
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04702_c13169.png,5617,95.0,0.029892,0.9254
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05214_c13169.png,5494,95.0,0.030544,0.9254
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04958_c13169.png,5388,95.0,0.028988,0.9254
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05214_c11377.png,5618,92.0,0.030167,0.9231
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04958_c11377.png,5430,92.0,0.028145,0.9231
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05726_c11377.png,5245,92.0,0.027802,0.9231
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05470_c11377.png,6358,88.0,0.034698,0.9231
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04958_c12401.png,6405,86.0,0.035366,0.9219
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09054_c12401.png,5564,86.0,0.0308,0.9219
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08286_c14961.png,2549,95.0,0.001793,0.9104
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r03934_c15217.png,2717,92.0,0.000645,0.9077
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04958_c11889.png,6179,91.0,0.032047,0.9077
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09822_c12145.png,4423,91.0,0.023315,0.9077
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04446_c13425.png,6026,90.0,0.03503,0.9062
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05470_c15729.png,2665,89.0,0.000298,0.9048
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07006_c12401.png,2605,89.0,0.000118,0.9048
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05214_c15729.png,2601,89.0,0.000179,0.9048
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r06494_c15729.png,2569,89.0,0.000328,0.9048
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07262_c11633.png,2596,86.0,0.000126,0.9016
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08542_c15473.png,2702,89.0,0.007874,0.8939
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09822_c12913.png,4815,90.0,0.029114,0.8923
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07518_c12145.png,2631,88.0,4e-06,0.8889
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07006_c12145.png,2600,88.0,0.000122,0.8889
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r07262_c12145.png,2596,88.0,1.1e-05,0.8889
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04958_c15473.png,2593,88.0,3.1e-05,0.8889
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04446_c11377.png,8057,87.0,0.045464,0.8889
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04958_c11633.png,7442,87.0,0.040234,0.8889
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08542_c11377.png,7250,87.0,0.041233,0.8889
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08798_c11633.png,6198,87.0,0.036369,0.8889
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09822_c11377.png,5946,87.0,0.033192,0.8889
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04190_c15473.png,2712,92.0,9.9e-05,0.8788
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05470_c12657.png,6575,86.0,0.040207,0.873
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09822_c12657.png,6096,86.0,0.036873,0.873
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05214_c12913.png,7657,85.0,0.048725,0.8571
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05470_c12913.png,7385,85.0,0.047844,0.8571
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09566_c11633.png,7397,82.0,0.043068,0.8525
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04958_c12657.png,7089,85.0,0.042561,0.8438
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04190_c12657.png,7122,91.0,0.038284,0.8429
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04958_c13425.png,8488,85.0,0.050182,0.8281
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09566_c11889.png,7135,82.0,0.041737,0.8226
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09054_c12145.png,8781,81.0,0.050659,0.8226
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09566_c15473.png,6845,82.0,0.044323,0.8095
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04702_c13425.png,8808,80.0,0.052696,0.7903
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09566_c12145.png,8300,77.0,0.051544,0.7833
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04446_c12657.png,9548,86.0,0.053631,0.7826
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04702_c12657.png,8273,86.0,0.04657,0.7826
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r05214_c12657.png,7560,81.0,0.047039,0.7727
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09310_c12657.png,7073,81.0,0.043308,0.7727
